name,version,install_command,release_date,release_year,old_version,old_release_date,old_release_year,url
pre-commit-hooks,4.4.0,pip install pre-commit-hooks,2022-11-23,2022,0.1.0,2014-06-07,2014,https://pypi.org/project/pre-commit-hooks/
simpledbf,0.2.6,pip install simpledbf,2015-05-13,2015,0.1.0,2015-01-30,2015,https://pypi.org/project/simpledbf/
mypy-boto3-signer,1.28.16,pip install mypy-boto3-signer,2023-08-01,2023,0.1.6,2019-11-09,2019,https://pypi.org/project/mypy-boto3-signer/
islpy,2023.1.2,pip install islpy,2023-07-17,2023,2011.1,2011-07-09,2011,https://pypi.org/project/islpy/
mdformat,0.7.16,pip install mdformat,2022-08-24,2022,0.1.0,2020-07-27,2020,https://pypi.org/project/mdformat/
orbit-ml,1.1.4.2,pip install orbit-ml,2023-01-29,2023,1.0.4,2020-10-03,2020,https://pypi.org/project/orbit-ml/
cornac,1.16.0,pip install cornac,2023-07-22,2023,0.1.0,2018-12-20,2018,https://pypi.org/project/cornac/
msedge-selenium-tools,3.141.4,pip install msedge-selenium-tools,2022-01-27,2022,3.141.0,2020-05-07,2020,https://pypi.org/project/msedge-selenium-tools/
dagster-slack,0.20.7,pip install dagster-slack,2023-08-18,2023,0.4.3rc1,2019-05-08,2019,https://pypi.org/project/dagster-slack/
mmhash3,3.0.1,pip install mmhash3,2022-10-29,2022,3.0.0,2022-10-29,2022,https://pypi.org/project/mmhash3/
nh3,0.2.14,pip install nh3,2023-07-05,2023,0.1.0,2021-08-03,2021,https://pypi.org/project/nh3/
speaklater,1.3,pip install speaklater,2012-07-01,2012,1.0,2009-10-15,2009,https://pypi.org/project/speaklater/
notion-client,2.0.0,pip install notion-client,2022-12-10,2022,0.2.0,2021-05-14,2021,https://pypi.org/project/notion-client/
wsgi-request-logger,0.4.6,pip install wsgi-request-logger,2016-10-08,2016,0.4,2013-06-18,2013,https://pypi.org/project/wsgi-request-logger/
telebot,0.0.5,pip install telebot,2023-02-14,2023,0.0.1,2015-07-13,2015,https://pypi.org/project/telebot/
openpyxl-stubs,0.1.25,pip install openpyxl-stubs,2023-01-12,2023,0.1.0,2020-10-19,2020,https://pypi.org/project/openpyxl-stubs/
calver,2022.6.26,pip install calver,2022-06-26,2022,2020.6.19,2020-06-19,2020,https://pypi.org/project/calver/
pyangbind,0.8.3.post1,pip install pyangbind,2023-08-15,2023,0.2.0,2016-01-11,2016,https://pypi.org/project/pyangbind/
django-heroku,0.3.1,pip install django-heroku,2018-03-01,2018,0.0.0,2017-12-11,2017,https://pypi.org/project/django-heroku/
BorutaShap,1.0.16,pip install BorutaShap,2021-06-22,2021,1.0.1,2020-07-12,2020,https://pypi.org/project/BorutaShap/
profilehooks,1.12.0,pip install profilehooks,2020-08-20,2020,1.1,2007-11-07,2007,https://pypi.org/project/profilehooks/
pyannote.metrics,3.2.1,pip install pyannote.metrics,2022-06-20,2022,0.0.1,2014-06-04,2014,https://pypi.org/project/pyannote.metrics/
geohashlite,0.3.2,pip install geohashlite,2021-03-26,2021,0.3.1,2021-03-25,2021,https://pypi.org/project/geohashlite/
torch-fidelity,0.3.0,pip install torch-fidelity,2021-06-15,2021,0.1.0,2020-04-29,2020,https://pypi.org/project/torch-fidelity/
hl7apy,1.3.4,pip install hl7apy,2020-12-22,2020,1.0-rc1,2013-09-25,2013,https://pypi.org/project/hl7apy/
prov,2.0.0,pip install prov,2020-11-01,2020,0.5.5,2014-07-15,2014,https://pypi.org/project/prov/
libusb1,3.0.0,pip install libusb1,2022-02-06,2022,0.1.2,2011-10-18,2011,https://pypi.org/project/libusb1/
pyjks,20.0.0,pip install pyjks,2020-04-19,2020,0.1,2013-08-14,2013,https://pypi.org/project/pyjks/
vsts-client,1.2.1,pip install vsts-client,2020-03-21,2020,0.0.1,2018-01-31,2018,https://pypi.org/project/vsts-client/
pysbd,0.3.4,pip install pysbd,2021-02-11,2021,0.1.1,2019-10-09,2019,https://pypi.org/project/pysbd/
callee,0.3.1,pip install callee,2019-12-24,2019,0.1,2016-03-21,2016,https://pypi.org/project/callee/
coincurve,18.0.0,pip install coincurve,2022-11-19,2022,4.1.3,2017-04-12,2017,https://pypi.org/project/coincurve/
uwsgitop,0.11,pip install uwsgitop,2019-01-03,2019,0.1,2011-09-28,2011,https://pypi.org/project/uwsgitop/
dumb-init,1.2.5.post1,pip install dumb-init,2022-04-26,2022,0.0.2,2015-08-11,2015,https://pypi.org/project/dumb-init/
prefect-shell,0.1.5,pip install prefect-shell,2023-02-17,2023,0.1.0,2022-03-09,2022,https://pypi.org/project/prefect-shell/
twisted-iocpsupport,1.0.4,pip install twisted-iocpsupport,2023-08-10,2023,0.0.0rc0.dev0,2020-10-14,2020,https://pypi.org/project/twisted-iocpsupport/
aiorun,2023.7.2,pip install aiorun,2023-07-05,2023,2017.10.1,2017-10-20,2017,https://pypi.org/project/aiorun/
enlighten,1.11.2,pip install enlighten,2023-01-28,2023,1.0.6,2017-10-14,2017,https://pypi.org/project/enlighten/
torchlibrosa,0.1.0,pip install torchlibrosa,2023-02-21,2023,0.0.1,2020-03-01,2020,https://pypi.org/project/torchlibrosa/
amazon-kclpy,2.1.3,pip install amazon-kclpy,2023-08-08,2023,1.0.0,2014-10-22,2014,https://pypi.org/project/amazon-kclpy/
frida-tools,12.2.1,pip install frida-tools,2023-07-21,2023,1.0.0,2018-07-11,2018,https://pypi.org/project/frida-tools/
pygdbmi,0.11.0.0,pip install pygdbmi,2023-01-29,2023,0.7,2017-01-16,2017,https://pypi.org/project/pygdbmi/
spark-df-profiling,1.1.13,pip install spark-df-profiling,2016-09-06,2016,1.1.1,2016-07-25,2016,https://pypi.org/project/spark-df-profiling/
sphinxcontrib-spelling,8.0.0,pip install sphinxcontrib-spelling,2023-02-19,2023,0.1,2010-12-28,2010,https://pypi.org/project/sphinxcontrib-spelling/
mip,1.15.0,pip install mip,2023-01-04,2023,1.0.0,2018-11-28,2018,https://pypi.org/project/mip/
pyramid-mako,1.1.0,pip install pyramid-mako,2019-08-18,2019,0.2,2013-09-07,2013,https://pypi.org/project/pyramid-mako/
junos-eznc,2.6.7,pip install junos-eznc,2023-02-28,2023,0.0.2,2013-12-01,2013,https://pypi.org/project/junos-eznc/
Avalara,23.8.1,pip install Avalara,2023-08-14,2023,18.2.0,2018-03-20,2018,https://pypi.org/project/Avalara/
localconfig,1.1.3,pip install localconfig,2019-05-14,2019,0.4.1,2015-01-17,2015,https://pypi.org/project/localconfig/
pymoo,0.6.0.1,pip install pymoo,2022-12-12,2022,0.1.2,2018-06-21,2018,https://pypi.org/project/pymoo/
pydantic-factories,1.17.3,pip install pydantic-factories,2023-04-03,2023,0.1.0a0,2021-11-17,2021,https://pypi.org/project/pydantic-factories/
flake8-use-pathlib,0.3.0,pip install flake8-use-pathlib,2022-08-14,2022,0.2.0,2021-04-06,2021,https://pypi.org/project/flake8-use-pathlib/
django-imagekit,4.1.0,pip install django-imagekit,2021-11-02,2021,0.1,2009-02-02,2009,https://pypi.org/project/django-imagekit/
strsim,0.0.3,pip install strsim,2018-07-13,2018,0.0.1,2018-06-22,2018,https://pypi.org/project/strsim/
django-jazzmin,2.6.0,pip install django-jazzmin,2022-11-03,2022,1.0.0,2020-05-12,2020,https://pypi.org/project/django-jazzmin/
dora-search,0.1.12,pip install dora-search,2023-05-23,2023,0.1.4,2021-09-15,2021,https://pypi.org/project/dora-search/
prefect-snowflake,0.26.1,pip install prefect-snowflake,2023-02-10,2023,0.1.0,2022-05-13,2022,https://pypi.org/project/prefect-snowflake/
openunmix,1.2.1,pip install openunmix,2021-07-23,2021,1.1.0,2021-02-14,2021,https://pypi.org/project/openunmix/
simple-settings,1.2.0,pip install simple-settings,2021-12-30,2021,0.0.0,2015-05-13,2015,https://pypi.org/project/simple-settings/
django-copybook,1.2.1,pip install django-copybook,2015-11-12,2015,0.0.2,2011-08-12,2011,https://pypi.org/project/django-copybook/
django-better-admin-arrayfield,1.4.2,pip install django-better-admin-arrayfield,2020-12-08,2020,0.1.0,2019-02-21,2019,https://pypi.org/project/django-better-admin-arrayfield/
pylsqpack,0.3.17,pip install pylsqpack,2023-04-02,2023,0.1.0,2019-06-22,2019,https://pypi.org/project/pylsqpack/
robotframework-lint,1.1,pip install robotframework-lint,2020-06-01,2020,0.1,2014-11-26,2014,https://pypi.org/project/robotframework-lint/
pdoc,14.0.0,pip install pdoc,2023-06-19,2023,0.0.1,2013-08-09,2013,https://pypi.org/project/pdoc/
json2xml,4.0.0,pip install json2xml,2023-07-19,2023,0.1,2013-07-06,2013,https://pypi.org/project/json2xml/
pyhostman,0.1.3,pip install pyhostman,2019-09-23,2019,0.1.1,2018-11-04,2018,https://pypi.org/project/pyhostman/
pyquil,3.5.4,pip install pyquil,2023-06-02,2023,0.0.1,2017-01-09,2017,https://pypi.org/project/pyquil/
python_speech_features,0.6,pip install python_speech_features,2017-08-16,2017,0.1,2016-07-14,2016,https://pypi.org/project/python_speech_features/
pygitguardian,1.9.0,pip install pygitguardian,2023-08-10,2023,1.0.3,2020-05-28,2020,https://pypi.org/project/pygitguardian/
django-graphql-jwt,0.4.0,pip install django-graphql-jwt,2023-08-04,2023,0.0.1,2017-11-06,2017,https://pypi.org/project/django-graphql-jwt/
wemake-python-styleguide,0.18.0,pip install wemake-python-styleguide,2023-05-31,2023,0.0.1,2018-03-20,2018,https://pypi.org/project/wemake-python-styleguide/
robotframework-appiumlibrary,2.0.0,pip install robotframework-appiumlibrary,2022-11-01,2022,1.0.0,2014-05-13,2014,https://pypi.org/project/robotframework-appiumlibrary/
eyes-selenium,5.20.4,pip install eyes-selenium,2023-08-18,2023,1.0,2014-01-01,2014,https://pypi.org/project/eyes-selenium/
sdkit,1.0.179,pip install sdkit,2023-08-21,2023,1.0.0,2022-12-23,2022,https://pypi.org/project/sdkit/
treeinterpreter,0.2.3,pip install treeinterpreter,2021-01-10,2021,0.1.0,2015-08-11,2015,https://pypi.org/project/treeinterpreter/
plyfile,1.0.1,pip install plyfile,2023-07-24,2023,0.4,2015-04-19,2015,https://pypi.org/project/plyfile/
acachecontrol,0.3.5,pip install acachecontrol,2021-11-15,2021,0.2.0,2021-01-09,2021,https://pypi.org/project/acachecontrol/
types-DateTimeRange,2.0.0.6,pip install types-DateTimeRange,2023-07-20,2023,0.1.0,2021-02-02,2021,https://pypi.org/project/types-DateTimeRange/
django-pipeline,2.1.0,pip install django-pipeline,2023-03-09,2023,1.1.0,2011-06-06,2011,https://pypi.org/project/django-pipeline/
flake8-markdown,0.4.0,pip install flake8-markdown,2022-09-11,2022,0.1.0,2019-05-19,2019,https://pypi.org/project/flake8-markdown/
drift-python,1.1.1,pip install drift-python,2021-03-26,2021,1.0.0,2018-08-06,2018,https://pypi.org/project/drift-python/
scim2-filter-parser,0.5.0,pip install scim2-filter-parser,2023-02-03,2023,0.0.1,2019-04-02,2019,https://pypi.org/project/scim2-filter-parser/
opennsfw2,0.11.0,pip install opennsfw2,2023-08-05,2023,0.1.1,2021-11-05,2021,https://pypi.org/project/opennsfw2/
moz-sql-parser,4.40.21126,pip install moz-sql-parser,2021-05-06,2021,0.1.16319,2016-11-13,2016,https://pypi.org/project/moz-sql-parser/
clize,5.0.2,pip install clize,2023-07-09,2023,1.0b,2011-12-04,2011,https://pypi.org/project/clize/
universal-analytics-python3,1.1.1,pip install universal-analytics-python3,2021-04-28,2021,0.1.0,2019-11-22,2019,https://pypi.org/project/universal-analytics-python3/
pybedtools,0.9.1,pip install pybedtools,2023-08-13,2023,0.2.2dev,2011-01-28,2011,https://pypi.org/project/pybedtools/
paramiko-expect,0.3.5,pip install paramiko-expect,2022-11-19,2022,0.2.5,2017-05-13,2017,https://pypi.org/project/paramiko-expect/
xlwings,0.30.10,pip install xlwings,2023-06-23,2023,0.1.0,2014-03-19,2014,https://pypi.org/project/xlwings/
mpu,0.23.1,pip install mpu,2020-06-23,2020,0.1.0,2018-04-28,2018,https://pypi.org/project/mpu/
recordtype,1.4,pip install recordtype,2022-09-22,2022,0.1,2011-10-12,2011,https://pypi.org/project/recordtype/
fiftyone,0.21.6,pip install fiftyone,2023-08-08,2023,0.1.0,2020-12-21,2020,https://pypi.org/project/fiftyone/
openpyxl-templates,0.2.5,pip install openpyxl-templates,2019-07-02,2019,0.1.1,2017-03-04,2017,https://pypi.org/project/openpyxl-templates/
pylint-quotes,0.2.3,pip install pylint-quotes,2021-05-25,2021,0.1.3,2017-06-14,2017,https://pypi.org/project/pylint-quotes/
pony,0.7.16,pip install pony,2022-01-27,2022,0.0.1a1,2009-03-15,2009,https://pypi.org/project/pony/
fiftyone-db,0.4.0,pip install fiftyone-db,2022-11-08,2022,0.1.0,2021-01-20,2021,https://pypi.org/project/fiftyone-db/
proto-google-cloud-pubsub-v1,0.15.4,pip install proto-google-cloud-pubsub-v1,2017-04-14,2017,0.15.0,2017-02-14,2017,https://pypi.org/project/proto-google-cloud-pubsub-v1/
py-evm,0.7.0a4,pip install py-evm,2023-07-24,2023,0.2.0a1,2017-08-24,2017,https://pypi.org/project/py-evm/
fortnum,0.0.9,pip install fortnum,2018-07-05,2018,0.0.1,2017-05-22,2017,https://pypi.org/project/fortnum/
django-notifications-hq,1.8.2,pip install django-notifications-hq,2023-05-31,2023,0.5.5,2012-10-25,2012,https://pypi.org/project/django-notifications-hq/
dataclass-wizard,0.22.2,pip install dataclass-wizard,2022-10-11,2022,0.1.0,2021-08-03,2021,https://pypi.org/project/dataclass-wizard/
robotframework-datadriver,1.9.0,pip install robotframework-datadriver,2023-07-27,2023,0.0.3,2019-02-03,2019,https://pypi.org/project/robotframework-datadriver/
pipfile,0.0.2,pip install pipfile,2017-03-11,2017,0.0.1,2017-01-27,2017,https://pypi.org/project/pipfile/
mypy-boto3-cloudwatch,1.28.28,pip install mypy-boto3-cloudwatch,2023-08-16,2023,0.1.6,2019-11-09,2019,https://pypi.org/project/mypy-boto3-cloudwatch/
ipynbname,2023.2.0.0,pip install ipynbname,2023-07-25,2023,2020.1,2020-09-06,2020,https://pypi.org/project/ipynbname/
edge-tts,6.1.8,pip install edge-tts,2023-08-12,2023,2.2.2,2021-08-19,2021,https://pypi.org/project/edge-tts/
certbot-apache,2.6.0,pip install certbot-apache,2023-05-09,2023,0.6.0.dev0,2016-04-15,2016,https://pypi.org/project/certbot-apache/
pywatchman,1.4.1,pip install pywatchman,2017-09-01,2017,1.0.0,2015-08-07,2015,https://pypi.org/project/pywatchman/
metrohash-python,1.1.3.3,pip install metrohash-python,2022-02-25,2022,1.1.3.post2,2019-05-29,2019,https://pypi.org/project/metrohash-python/
clint,0.5.1,pip install clint,2015-08-25,2015,0,2010-10-12,2010,https://pypi.org/project/clint/
cpe,1.2.1,pip install cpe,2016-12-06,2016,1.0.0,2013-06-28,2013,https://pypi.org/project/cpe/
dagster-datadog,0.20.7,pip install dagster-datadog,2023-08-18,2023,0.4.3rc1,2019-05-08,2019,https://pypi.org/project/dagster-datadog/
dagster-pyspark,0.20.7,pip install dagster-pyspark,2023-08-18,2023,0.4.3rc1,2019-05-08,2019,https://pypi.org/project/dagster-pyspark/
pyartifactory,1.13.0,pip install pyartifactory,2023-08-06,2023,1.0.1,2019-07-19,2019,https://pypi.org/project/pyartifactory/
mypy-boto3-ecs,1.28.20,pip install mypy-boto3-ecs,2023-08-04,2023,0.1.6,2019-11-09,2019,https://pypi.org/project/mypy-boto3-ecs/
chart-studio,1.1.0,pip install chart-studio,2020-04-01,2020,1.0.0a1,2019-06-15,2019,https://pypi.org/project/chart-studio/
PennyLane-Lightning,0.31.0,pip install PennyLane-Lightning,2023-06-26,2023,0.11.0,2020-08-18,2020,https://pypi.org/project/PennyLane-Lightning/
okta-jwt-verifier,0.2.4,pip install okta-jwt-verifier,2023-05-03,2023,0.1.0,2021-06-22,2021,https://pypi.org/project/okta-jwt-verifier/
dataclasses-avroschema,0.46.2,pip install dataclasses-avroschema,2023-08-15,2023,0.1.0,2019-08-29,2019,https://pypi.org/project/dataclasses-avroschema/
django-rest-knox,4.2.0,pip install django-rest-knox,2022-01-31,2022,1.0.0,2015-09-12,2015,https://pypi.org/project/django-rest-knox/
jc,1.23.4,pip install jc,2023-07-30,2023,0.2.0,2019-10-17,2019,https://pypi.org/project/jc/
emmet-core,0.64.6,pip install emmet-core,2023-08-18,2023,0.1.1a0,2020-04-19,2020,https://pypi.org/project/emmet-core/
py3Dmol,2.0.3,pip install py3Dmol,2023-05-15,2023,0.5.0,2016-05-09,2016,https://pypi.org/project/py3Dmol/
haralyzer,2.4.0,pip install haralyzer,2023-07-11,2023,1.0.2,2015-03-01,2015,https://pypi.org/project/haralyzer/
arcgis,2.1.0.3,pip install arcgis,2023-03-06,2023,1.3.0,2018-01-24,2018,https://pypi.org/project/arcgis/
pygeoip,0.3.2,pip install pygeoip,2014-10-28,2014,0.1.6,2011-06-03,2011,https://pypi.org/project/pygeoip/
flake8-django,1.4,pip install flake8-django,2023-07-31,2023,0.0.1,2018-09-28,2018,https://pypi.org/project/flake8-django/
bentoml,1.1.1,pip install bentoml,2023-08-01,2023,0.0.1,2019-01-15,2019,https://pypi.org/project/bentoml/
memory-tempfile,2.2.3,pip install memory-tempfile,2020-03-11,2020,2.1.0,2019-02-11,2019,https://pypi.org/project/memory-tempfile/
Sanic-Cors,2.2.0,pip install Sanic-Cors,2022-10-07,2022,0.4.1,2017-03-08,2017,https://pypi.org/project/Sanic-Cors/
objectpath,0.6.1,pip install objectpath,2018-11-27,2018,0.1,2014-02-16,2014,https://pypi.org/project/objectpath/
mypy-boto3-logs,1.28.16,pip install mypy-boto3-logs,2023-08-01,2023,0.1.6,2019-11-09,2019,https://pypi.org/project/mypy-boto3-logs/
diagrams,0.23.3,pip install diagrams,2023-01-13,2023,0.1.0,2020-02-02,2020,https://pypi.org/project/diagrams/
PyPubSub,4.0.3,pip install PyPubSub,2019-01-28,2019,3.0a8,2008-08-01,2008,https://pypi.org/project/PyPubSub/
sqlakeyset,2.0.1691149549,pip install sqlakeyset,2023-08-04,2023,0.1.1472125695,2016-08-25,2016,https://pypi.org/project/sqlakeyset/
FuzzyTM,2.0.5,pip install FuzzyTM,2022-11-01,2022,0.1.0,2021-12-28,2021,https://pypi.org/project/FuzzyTM/
mkdocs-awesome-pages-plugin,2.9.2,pip install mkdocs-awesome-pages-plugin,2023-08-19,2023,1.0.0,2018-02-07,2018,https://pypi.org/project/mkdocs-awesome-pages-plugin/
python-csv,0.0.13,pip install python-csv,2020-08-05,2020,0.0.1,2015-12-26,2015,https://pypi.org/project/python-csv/
blacken-docs,1.16.0,pip install blacken-docs,2023-08-16,2023,0.1.0,2018-06-03,2018,https://pypi.org/project/blacken-docs/
datapackage,1.15.2,pip install datapackage,2021-02-24,2021,0.1.0,2013-06-06,2013,https://pypi.org/project/datapackage/
pycobertura,3.2.1,pip install pycobertura,2023-06-01,2023,0.0.1,2014-11-24,2014,https://pypi.org/project/pycobertura/
bitmath,1.3.3.1,pip install bitmath,2018-08-23,2018,1.0.2,2014-03-13,2014,https://pypi.org/project/bitmath/
pip-with-requires-python,1.0.1,pip install pip-with-requires-python,2021-02-08,2021,0.0.0a0,2021-01-26,2021,https://pypi.org/project/pip-with-requires-python/
od,2.0.2,pip install od,2022-02-07,2022,1.0,2016-10-29,2016,https://pypi.org/project/od/
aws-cdk.aws-iot-actions,1.204.0,pip install aws-cdk.aws-iot-actions,2023-06-19,2023,1.130.0,2021-10-29,2021,https://pypi.org/project/aws-cdk.aws-iot-actions/
sseclient,0.0.27,pip install sseclient,2020-09-25,2020,0.0.1,2012-12-10,2012,https://pypi.org/project/sseclient/
opentelemetry-propagator-gcp,1.5.0,pip install opentelemetry-propagator-gcp,2023-05-17,2023,1.0.0rc0,2021-04-22,2021,https://pypi.org/project/opentelemetry-propagator-gcp/
lsprotocol,2023.0.0a2,pip install lsprotocol,2023-06-21,2023,2022.0.0a0,2022-07-13,2022,https://pypi.org/project/lsprotocol/
placekey,0.0.12,pip install placekey,2022-11-23,2022,0.0.1,2020-09-29,2020,https://pypi.org/project/placekey/
daiquiri,3.2.1,pip install daiquiri,2022-07-01,2022,0.0.0,2017-05-18,2017,https://pypi.org/project/daiquiri/
apache-airflow-providers-opsgenie,5.1.1,pip install apache-airflow-providers-opsgenie,2023-06-23,2023,1.0.0b1,2020-11-09,2020,https://pypi.org/project/apache-airflow-providers-opsgenie/
pyinstrument-cext,0.2.4,pip install pyinstrument-cext,2021-02-12,2021,0.1.2,2017-04-30,2017,https://pypi.org/project/pyinstrument-cext/
mozdevice,4.1.1,pip install mozdevice,2023-07-07,2023,0.1,2011-12-06,2011,https://pypi.org/project/mozdevice/
django-celery-email,3.0.0,pip install django-celery-email,2019-12-11,2019,0.1.0,2010-07-31,2010,https://pypi.org/project/django-celery-email/
rockset,2.1.0,pip install rockset,2023-08-14,2023,0.3.0a20180403013726,2018-04-03,2018,https://pypi.org/project/rockset/
cmsis-pack-manager,0.5.2,pip install cmsis-pack-manager,2023-01-28,2023,0.1.0,2017-12-19,2017,https://pypi.org/project/cmsis-pack-manager/
nb-black,1.0.7,pip install nb-black,2019-11-30,2019,1.0.5,2019-05-11,2019,https://pypi.org/project/nb-black/
crowdstrike-falconpy,1.3.0,pip install crowdstrike-falconpy,2023-08-15,2023,0.1.2,2020-12-05,2020,https://pypi.org/project/crowdstrike-falconpy/
